"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The button must be disabled, not merely fail on click.","290","test_an_out_of_stock_product_cannot_be_added","tests.ui.tests","Sat Aug 29 06:46:23 UTC 2026","passed","Sat Aug 29 06:46:23 UTC 2026","TestProductDetail","test_catalog_ui","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","13","test_hostile_admin_search_input_is_handled_safely[xss-script-tag]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","8","test_registration_with_a_hostile_name_never_500s[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"A 409 the spec does not mention is a 409 no client is ready for.

        Documenting only the happy path is the most common way an OpenAPI
        document becomes misleading.
        ","0","test_failure_responses_are_documented[/api/v1/orders-post-expected_codes0]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"Stock is reserved *before* the card is charged, so a decline has to
        give it back.

        Without the unwind, every declined checkout would permanently remove
        units from the shop - a customer whose card fails three times could
        take the last item off sale for everybody. The failed payment row also
        has to survive: support cannot explain a decline they cannot see.
        ","65","test_declined_payment_fails_the_payment_row_and_restores_stock","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:33 UTC 2026","TestCheckoutPersistence","test_persistence","",""
"`%` is a character to a shopper, and must be one to the query too.

        Unescaped, a search for ""100%"" would return the whole catalogue.
        ","6","test_like_wildcards_are_matched_literally[\\%]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","60","test_only_the_last_four_card_digits_are_ever_returned","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestDataExposure","test_exposure","",""
"","261","test_a_signed_out_visitor_is_sent_to_login_before_the_cart","tests.ui.tests","Sat Aug 29 06:46:38 UTC 2026","passed","Sat Aug 29 06:46:38 UTC 2026","","test_e2e_journeys","",""
"A sequential counter would publish how many orders the shop takes.","0","test_numbers_are_not_sequential","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderNumber","test_order_rules","",""
"Totals must be recomputed at every step, not cached from the first read.

    A stale total is how a customer ends up charged for a quantity they changed.
    ","147","test_totals_track_every_cart_change","tests.integration.tests","Sat Aug 29 06:45:47 UTC 2026","passed","Sat Aug 29 06:45:47 UTC 2026","","test_journeys","",""
"","3","test_protected_endpoints_reject_anonymous_callers[GET-cart]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","1","test_no_transition_targets_a_status_that_does_not_exist","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"A NUL byte must be a 422, never an unhandled error.

        PostgreSQL text columns cannot store 0x00, so before this was handled a
        single character from any anonymous caller produced a 500 on the search
        box, registration, addresses and the admin search alike - noisy, and a
        cheap way to fill an error tracker. The rejection is deliberate: NUL is
        not valid text, so there is nothing to preserve.

        Note that JSON escapes NUL rather than transmitting it raw, so the body
        case and the query case exercise genuinely different code paths.
        ","1","test_a_nul_byte_is_refused_cleanly_rather_than_causing_a_500[query-string-query]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","55","test_numbers_are_unique","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderNumber","test_order_rules","",""
"The message must say what is wrong, so the UI can act on it.","1","test_rejects_and_explains[Ab1-at least 8]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
"","5","test_a_wrong_password_is_rejected","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestLogin","test_auth","",""
"","1","test_provider_500_is_a_provider_error","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestChargeInterpretation","test_order_rules","",""
"","0","test_one_short_line_fails_the_basket","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAll","test_inventory_rules","",""
"Business rule 3.

        The whole admin surface, not a sample: a route added without the
        dependency would be caught here rather than in production.
        ","4","test_customers_are_refused_on_every_admin_endpoint[PATCH-admin-users-1-active]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"","1","test_rounds_half_up_to_two_places[10.004-10.00]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestQuantizeMoney","test_pricing","",""
"`%` must be a character, not ""match everything"".

        Without escaping, a search for ""100%"" would return the entire catalogue.
        ","27","test_like_wildcards_are_treated_literally","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"These are the columns the API filters, sorts and joins on.

        Without the index the query still returns the right answer, which is
        exactly why no functional test catches its loss - the failure arrives
        much later, as a timeout under production data volumes.
        ","1","test_query_path_is_indexed[order_items-btree (order_id)]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"","9","test_registration_with_a_hostile_name_never_500s[sql-or-true]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","5","test_a_malformed_id_is_rejected[negative]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestProductDetail","test_catalog","",""
"","0","test_forbidden_transitions[shipped-cancelled]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"","0","test_accepts_quantities_within_the_limit[50]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","9","test_surrounding_whitespace_in_a_name_is_trimmed","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"The message must say what to fix, not just that it failed.","434","test_a_weak_password_shows_the_policy","tests.ui.tests","Sat Aug 29 06:45:50 UTC 2026","passed","Sat Aug 29 06:45:51 UTC 2026","TestRegistrationUI","test_auth_cart_ui","",""
"The most important test in this file.

        This token is signed with the real key and verifies perfectly - it
        simply claims `role: admin` for an account that is a customer. It is
        refused because authority is read from the user record on every request,
        never from the token body. A server that trusted the claim would hand
        admin to anyone who could obtain a token.
        ","10","test_a_correctly_signed_token_claiming_admin_is_still_refused","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestTokenForgery","test_authorization","",""
"A readiness probe must say ready or not ready, not why in detail.

        Connection strings, hostnames and versions in a public probe are free
        reconnaissance.
        ","18","test_the_health_probes_reveal_no_internals","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestExposedSurface","test_exposure","",""
"","6","test_a_hostile_product_id_is_rejected_not_executed[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","0","test_rejects_non_integers[2.5]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","527","test_name_sorting_is_alphabetical","tests.ui.tests","Sat Aug 29 06:46:19 UTC 2026","passed","Sat Aug 29 06:46:19 UTC 2026","TestSorting","test_catalog_ui","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","3","test_hostile_admin_search_input_is_handled_safely[null-byte]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"A 409 the spec does not mention is a 409 no client is ready for.

        Documenting only the happy path is the most common way an OpenAPI
        document becomes misleading.
        ","0","test_failure_responses_are_documented[/api/v1/cart/items-post-expected_codes1]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","6","test_login_is_case_insensitive_on_the_address","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestLogin","test_auth","",""
"The reason every sort carries a unique tiebreaker.

        Ordering by a non-unique key alone lets PostgreSQL return equal-valued
        rows in any order it likes, so page 2 can repeat a row already shown on
        page 1 - and silently omit another.

        The products are created by this test, all with **identical** price,
        rating and name prefix, and are isolated behind a unique brand. That
        does two things: it forces the tie case the tiebreaker exists for, and
        it makes the walk immune to other workers creating products mid-run,
        which is what made an earlier version of this test fail under `-n auto`.
        ","95","test_pages_never_repeat_or_skip_a_product[name_asc]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"","15","test_hostile_filter_values_are_handled_safely[sql-union]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"`?q=` must show the catalogue, not zero results.","5","test_a_blank_search_is_not_a_search_for_nothing[spaces]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"","0","test_non_sensitive_values_are_untouched","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"Duplicate lines for one product break quantity edits and stock checks.

    A cart showing ""Widget x2"" twice lets a customer edit one line and leave the
    other, and makes every availability check look at half the real demand.
    ","40","test_adding_the_same_product_twice_merges_into_one_line","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","","test_cart","",""
"RFC 7235 defines the scheme as case-insensitive.","0","test_the_scheme_is_case_insensitive[BEARER]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"The policy is stated in the error, so a UI can act on it.

        ""Invalid password"" alone turns signup into a guessing game.
        ","3","test_weak_passwords_are_rejected_with_the_reason[no-lowercase]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","0","test_format","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderNumber","test_order_rules","",""
"","8","test_registration_with_a_hostile_name_never_500s[template-injection]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","36","test_order_lines_snapshot_the_product","tests.api.tests","Sat Aug 29 06:45:27 UTC 2026","passed","Sat Aug 29 06:45:27 UTC 2026","TestCheckoutSuccess","test_orders","",""
"Order lines store their own ``unit_price`` for the same reason.

        If the invoice read today's catalogue price, every price change would
        rewrite history: past orders would stop matching what customers were
        charged, refunds would be calculated against the wrong amount, and
        revenue reports would move every time marketing ran a sale.
        ","73","test_order_items_keep_the_price_charged_at_the_time","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestOrderSnapshots","test_persistence","",""
"","3","test_pagination_boundaries[page-not-a-number]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"The attempted destination must survive the detour.

        Dropping the customer on the home page after login is the small kind of
        rudeness that loses a sale.
        ","380","test_a_protected_page_redirects_to_login_and_then_returns","tests.ui.tests","Sat Aug 29 06:45:53 UTC 2026","passed","Sat Aug 29 06:45:53 UTC 2026","TestLoginUI","test_auth_cart_ui","",""
"","3","test_a_hostile_path_segment_never_500s[sql-drop-table]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","5","test_a_content_security_policy_is_set","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestSecurityHeaders","test_exposure","",""
"","0","test_rejects_malformed_headers[Token abc]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"","5","test_a_malformed_json_body_is_rejected_cleanly","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestErrorDisclosure","test_exposure","",""
"Simultaneous edits must not duplicate a line or corrupt a quantity.

    The UNIQUE (cart_id, product_id) constraint is what guarantees the first;
    the last writer wins on the second, which is acceptable for a cart as long
    as the result is one of the values actually submitted.
    ","206","test_concurrent_cart_updates_leave_a_coherent_cart","tests.integration.tests","Sat Aug 29 06:45:46 UTC 2026","passed","Sat Aug 29 06:45:46 UTC 2026","","test_concurrency","",""
"","2","test_malformed_requests_are_rejected[no-email-]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestLogin","test_auth","",""
"","4","test_an_unknown_brand_returns_nothing_rather_than_everything","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestFiltering","test_catalog","",""
"Business rule 3.

        The whole admin surface, not a sample: a route added without the
        dependency would be caught here rather than in production.
        ","4","test_customers_are_refused_on_every_admin_endpoint[GET-admin-orders]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"","0","test_is_satisfiable[-1-5-False]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestStockRequest","test_inventory_rules","",""
"","0","test_rounds_half_up_to_two_places[2.675-2.68]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestQuantizeMoney","test_pricing","",""
"","0","test_extracts_the_token","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"Promotion tests need a valid, an expired and an inactive code to
        exist. Without all three, the negative cases quietly stop testing
        anything and every promo code looks acceptable.
        ","1","test_seeded_promotion_exists[big-spender]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"","0","test_single_item_below_the_free_shipping_threshold","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","19","test_foreign_key_and_delete_rule[orders.user_id-to-users-RESTRICT]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"The test that justifies ``SELECT ... FOR UPDATE``.

    Six customers each hold one unit of a three-unit product and all press
    ""Place order"" at the same instant. Without row locking, several would read
    ""3 available"", all pass validation, and all decrement - overselling the
    product and possibly driving stock negative.

    Exactly three must succeed. Not ""about three"", and never four.
    ","467","test_six_simultaneous_buyers_cannot_oversell_three_units","tests.integration.tests","Sat Aug 29 06:45:45 UTC 2026","passed","Sat Aug 29 06:45:45 UTC 2026","","test_concurrency","",""
"These are the columns the API filters, sorts and joins on.

        Without the index the query still returns the right answer, which is
        exactly why no functional test catches its loss - the failure arrives
        much later, as a timeout under production data volumes.
        ","1","test_query_path_is_indexed[products-btree (rating)]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"","1","test_rejects_zero_and_negative[0]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","0","test_every_documented_endpoint_is_present[/health/ready-get]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","6","test_search_terms_behave_as_expected[ultrabook]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"A 409 the spec does not mention is a 409 no client is ready for.

        Documenting only the happy path is the most common way an OpenAPI
        document becomes misleading.
        ","0","test_failure_responses_are_documented[/api/v1/auth/login-post-expected_codes3]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","3","test_malformed_addresses_are_rejected[spaces in@address.test]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","35","test_the_full_card_number_never_appears_in_the_response","tests.api.tests","Sat Aug 29 06:45:27 UTC 2026","passed","Sat Aug 29 06:45:27 UTC 2026","TestCheckoutSuccess","test_orders","",""
"","8","test_price_ranges_are_respected[0.0-1000000.0]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"Logout is client-side token disposal, and the token stays valid.

        This is the documented consequence of stateless JWTs: there is no
        server-side session to destroy, so a token remains usable until it
        expires. Asserting it here makes the trade-off explicit rather than an
        unstated surprise - see ""Known limitations"" in the README.
        ","8","test_logout_acknowledges_and_documents_the_trade_off","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","TestLogout","test_auth","",""
"","2","test_verification_is_case_sensitive","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordHashing","test_security_helpers","",""
"","54","test_every_provider_outcome_maps_to_the_right_status[declined-do-not-honor]","tests.api.tests","Sat Aug 29 06:45:28 UTC 2026","passed","Sat Aug 29 06:45:28 UTC 2026","TestPaymentFailures","test_orders","",""
"","0","test_rejects_malformed_headers[Bearer ]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"","5","test_a_hostile_product_id_is_rejected_not_executed[xss-svg]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"A missing table means this environment runs an older schema.

        Every request touching it would return a 500, so this is the first
        thing worth knowing when a freshly deployed environment misbehaves.
        ","0","test_expected_table_exists[order_items]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"bcrypt silently truncates at 72 bytes.

        Accepting a longer password would mean everything past byte 72 is
        ignored - two different passwords could then unlock the same account.
        ","0","test_passwords_longer_than_bcrypts_limit_are_rejected","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordHashing","test_security_helpers","",""
"RFC 7235 defines the scheme as case-insensitive.","0","test_the_scheme_is_case_insensitive[BeArEr]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"","11","test_search_covers_name_brand_and_sku","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"A timing oracle is enumeration by another route.

        If a missing account short-circuited before password verification, it
        would return measurably faster. The application verifies against a dummy
        hash instead. The tolerance is wide because wall-clock timing on a
        shared runner is noisy - this catches an order-of-magnitude gap, not a
        microsecond one.
        ","44","test_the_timing_of_the_two_failures_is_comparable","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestEnumeration","test_exposure","",""
"Correlates a client-side failure with a server log line.","12","test_a_request_id_is_returned_and_echoed","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestSecurityHeaders","test_exposure","",""
"","0","test_every_documented_endpoint_is_present[/api/v1/orders-post]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","917","test_changing_the_quantity_updates_the_totals","tests.ui.tests","Sat Aug 29 06:45:57 UTC 2026","passed","Sat Aug 29 06:45:58 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"Business rule 5, asserted at the API boundary.

        The response must say, unambiguously, that the order was cancelled and
        the payment failed - not merely that something went wrong.
        ","33","test_a_declined_card_never_produces_a_paid_order","tests.api.tests","Sat Aug 29 06:45:28 UTC 2026","passed","Sat Aug 29 06:45:28 UTC 2026","TestPaymentFailures","test_orders","",""
"","0","test_the_error_schema_is_declared_in_the_spec","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestErrorEnvelope","test_openapi_contract","",""
"","0","test_an_empty_basket_is_vacuously_valid","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAll","test_inventory_rules","",""
"","545","test_signing_out_clears_the_session","tests.ui.tests","Sat Aug 29 06:45:52 UTC 2026","passed","Sat Aug 29 06:45:53 UTC 2026","TestLoginUI","test_auth_cart_ui","",""
"Sort keys are an allow-list, so a request cannot inject an ORDER BY.","5","test_an_unknown_sort_key_is_rejected","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"","5","test_every_collection_uses_the_same_envelope[/orders]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestPaginationContract","test_openapi_contract","",""
"","2","test_malformed_authorization_headers_are_rejected[basic-scheme-]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","2","test_a_hostile_path_segment_never_500s[sql-time-based]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","0","test_every_documented_endpoint_is_present[/api/v1/products/{product_id}-get]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","71","test_a_customer_cannot_cancel_another_customers_order","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestObjectLevelAccess","test_authorization","",""
"","773","test_a_cart_line_shows_the_right_quantity_and_totals","tests.ui.tests","Sat Aug 29 06:45:56 UTC 2026","passed","Sat Aug 29 06:45:56 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"Business rule 3.

        The whole admin surface, not a sample: a route added without the
        dependency would be caught here rather than in production.
        ","4","test_customers_are_refused_on_every_admin_endpoint[GET-admin-stats]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"","58","test_order_money_is_a_number[shipping_fee]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"","1","test_accepts_compliant_passwords[P@ssw0rd123]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
"","0","test_accepts_compliant_passwords[aA1aaaaa]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
" ""ultra"" must find ""Ultrabook"" - shoppers do not type whole words.","10","test_search_matches_partial_words","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"The customer must be told, and must not be allowed to proceed.

        A checkout button that is enabled but always fails is worse than one
        that is honestly disabled.
        ","786","test_a_cart_whose_stock_fell_short_blocks_checkout","tests.ui.tests","Sat Aug 29 06:46:02 UTC 2026","passed","Sat Aug 29 06:46:03 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"","5","test_search_terms_behave_as_expected[aurora]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"","3","test_malformed_tokens_are_rejected[very-long]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","3","test_an_unknown_id_is_a_404_in_the_standard_envelope","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestProductDetail","test_catalog","",""
"`' OR '1'='1` must not be a valid login.

        In a string-concatenated query it would be. Here it is either rejected
        as a malformed address or looked up as a literal value that matches
        nothing.
        ","3","test_login_with_a_hostile_email_never_authenticates[sql-union]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","0","test_rounds_half_up_to_two_places[0-0.00]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestQuantizeMoney","test_pricing","",""
"","11","test_login_does_not_reveal_whether_an_address_is_registered","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestEnumeration","test_exposure","",""
"","4","test_a_malformed_payment_body_is_rejected_before_any_charge[non-numeric-card-]","tests.api.tests","Sat Aug 29 06:45:29 UTC 2026","passed","Sat Aug 29 06:45:29 UTC 2026","TestPaymentFailures","test_orders","",""
"","36","test_quote_money_is_a_number[discount_total]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
